Date_class,retweet_count,favorite_count,followers_count,predict_class_label
2,22,0,0.435,2
2,7,0,0.435,1
1,504,5123,6.82,2
3,7757,37258,43,2
3,0,2,0.0364,4
4,0,0,0.0364,3
3,14,0,0.435,3
2,8,41,1.43,4
3,13,34,0.136,3
4,303,717,43,4
4,6022,22684,43,2
3,337,330,43,4
3,1,4,0.136,4
4,0,1,0.0364,4
3,8,0,1.43,1
4,3,10,0.136,4
1,59,180,1.43,3
3,3,0,0.0364,3
2,0,1,1.43,2
4,4,0,0.136,2
4,621,0,0.136,3
2,246,202,43,1
0,1,0,1.43,1
0,247,0,0.0364,4
0,337,1224,43,2
3,0,0,0.0364,4
0,55,273,6.82,4
2,3154,0,1.43,3
2,0,4,1.43,4
0,3110,0,43,2
0,29,0,6.82,1
3,52,0,1.43,4
3,2,0,0.0364,4
3,14,30,0.136,2
3,6635,33015,43,4
4,65,0,43,2
2,13950,0,0.0364,1
4,4,10,0.136,4
2,1173,4047,43,4
3,6,50,1.43,4
0,116,1277,6.82,2
3,128,0,0.435,1
3,127,0,0.435,2
0,2681,5982,6.82,2
0,7491,13846,43,2
1,701,1258,43,2
3,14030,69573,43,2
3,85,0,0.435,2
4,0,2,0.0364,4
2,0,2,1.43,2
3,1167,576,43,3
2,18,0,0.435,1
3,5570,27942,43,2
3,0,1,0.136,3
1,3,0,1.43,2
3,4,0,1.43,4
3,5672,22866,43,2
3,0,2,1.43,2
3,492,0,0.435,3
2,9,0,0.0364,4
3,8,0,0.0364,4
3,5,0,0.435,1
0,0,2,1.43,2
3,5,17,0.0364,4
3,16933,0,0.0364,1
3,0,2,0.0364,4
3,98,0,0.435,1
3,11,0,6.82,2
3,11,0,6.82,2
2,3481,0,0.435,4
1,27,259,6.82,1
0,862,5637,6.82,1
3,597,3290,6.82,2
3,1,5,0.136,1
0,6,0,0.435,3
3,46,0,0.435,2
1,3252,0,1.43,4
2,18,101,0.435,3
3,1093,0,43,2
2,207,1505,6.82,4
4,1,2,0.136,2
3,80,0,0.435,1
3,0,9,0.0364,4
4,2,10,0.136,1
1,0,0,1.43,4
1,54,0,6.82,2
3,3,0,0.0364,4
3,6,0,0.0364,4
2,40,347,6.82,2
3,8,0,1.43,1
0,16291,61220,43,2
4,15,0,0.136,3
1,52,0,0.435,2
3,0,2,1.43,4
3,394,1130,43,2
1,241,1710,6.82,4
0,80,0,0.435,4
2,3435,0,0.435,1
0,475,0,0.0364,4
0,143,193,43,2
4,3651,0,0.0364,4
0,22,0,6.82,4
2,35,0,0.435,1
4,87,362,43,2
1,566,0,0.435,3
3,234,1235,6.82,4
3,91,0,1.43,2
1,113,406,1.43,4
0,71,166,0.435,1
2,246,202,43,1
3,5,10,0.136,4
0,8,0,0.0364,4
0,1,3,0.136,4
2,10,0,0.435,1
3,1796,0,0.435,1
0,3953,0,43,2
4,37,87,0.136,4
1,350,1278,6.82,4
1,1285,0,0.435,4
1,95,436,6.82,4
0,0,1,0.136,2
3,11,0,0.136,4
0,2,30,1.43,2
0,0,8,1.43,4
2,129,0,0.435,3
0,5,27,0.136,4
0,2,2,0.0364,4
2,43,186,1.43,2
4,3,0,0.136,4
4,586,2321,43,2
3,0,23,1.43,3
3,205,0,0.435,4
2,2,0,1.43,1
3,1827,0,1.43,4
0,0,4,6.82,2
4,4,22,0.136,3
3,3,0,1.43,4
3,213,350,0.435,2
3,7,28,0.136,3
0,0,0,0.136,4
0,33,0,1.43,1
0,0,0,0.136,2
3,0,2,0.0364,3
4,1,4,0.136,2
1,14,0,6.82,4
4,13,0,0.136,2
0,330,0,43,2
4,5,0,0.0364,2
3,7,13,0.136,3
4,3,36,0.136,4
3,1488,1859,43,4
2,1917,2030,43,2
0,0,8,1.43,4
1,32,0,6.82,3
0,11,31,0.136,3
1,515,0,0.0364,1
0,0,1,0.0364,4
3,15876,26304,43,4
3,28,0,6.82,2
4,31,74,43,2
2,1737,2506,43,4
1,539,0,0.435,4
3,30,282,6.82,2
3,20,161,6.82,2
1,3,85,1.43,2
3,5,20,0.136,4
4,1620,12627,43,4
0,19,0,0.0364,2
3,40,0,6.82,4
0,5,14,0.136,4
3,945,647,43,2
2,42,0,6.82,3
3,1,0,1.43,4
3,322,0,0.435,1
3,2,12,0.136,4
3,0,0,0.136,4
2,107,423,1.43,1
1,484,0,0.435,4
1,583,0,0.435,4
4,0,1,0.0364,2
2,14,126,6.82,2
1,38,0,6.82,4
2,1,0,1.43,1
0,22,0,6.82,2
3,0,2,0.0364,4
1,11,0,1.43,4
0,23,0,6.82,1
0,280,1037,6.82,2
1,8,0,1.43,2
1,2902,6582,0.435,1
1,13,0,0.435,4
3,0,2,0.0364,2
3,14,42,0.435,2
4,299,1135,43,4
1,48,0,0.435,4
4,1203,0,0.136,1
4,7,9,0.136,3
2,20,204,1.43,1
0,1482,3193,43,2
4,261,0,43,2
2,185,779,6.82,4
3,78,1938,43,2
2,143,882,6.82,2
3,4,10,0.136,4
4,13,17,0.136,1
3,28,0,0.136,1
3,1,2,0.0364,4
0,0,2,0.0364,4
0,272,1329,6.82,3
0,698,10589,43,4
0,32,142,6.82,4
1,207,1382,6.82,3
2,714,0,0.435,2
0,54,88,0.136,2
3,13,27,0.435,2
0,29,237,6.82,2
4,1334,0,0.0364,4
3,3,6,0.136,3
0,166,0,6.82,3
1,4,0,1.43,4
1,3843,10967,6.82,2
2,9,0,0.435,1
1,406,0,0.435,1
3,177,0,0.435,4
0,803,4197,43,2
0,2654,3656,43,1
2,9,10,0.435,4
3,11,15,0.136,3
2,111,785,6.82,4
3,193,0,0.435,2
4,2,0,0.0364,4
0,3672,0,1.43,2
3,329,843,43,1
4,4,0,0.0364,4
4,2,8,0.136,1
1,1662,0,0.435,4
3,0,2,0.0364,4
3,6,12,0.136,2
4,94,0,43,2
4,1,0,1.43,4
4,6357,37182,43,4
4,13,0,6.82,2
0,15333,97868,43,4
4,0,0,0.136,2
3,24,116,6.82,4
2,542,3380,43,2
1,56,373,6.82,4
3,34,68,43,2
4,0,0,0.136,4
4,1625,5797,43,2
4,0,0,0.0364,2
1,68,0,0.435,2
2,87,500,6.82,4
3,69,0,0.435,4
3,0,2,0.136,4
0,6,13,0.136,4
1,0,0,1.43,4
0,0,0,1.43,4
4,5,14,0.136,4
0,1154,5821,43,2
3,1246,0,6.82,4
0,32,0,0.0364,4
3,0,2,0.0364,4
2,2559,0,0.435,1
3,46,499,6.82,4
3,27,68,0.435,1
3,1804,0,0.435,2
3,18565,75457,43,2
0,829,0,0.435,4
0,3,0,1.43,1
3,3679,0,0.435,2
0,189,0,6.82,2
3,781,0,0.435,1
2,59,0,1.43,3
3,0,0,0.0364,4
0,3094,0,6.82,2
2,1,0,1.43,1
0,11,0,0.435,3
3,4,20,0.136,3
3,46,0,0.435,4
1,2708,9204,6.82,2
0,579,0,0.435,2
0,126,647,6.82,3
3,1415,2697,43,2
1,347,1885,43,2
0,0,3,0.136,2
3,0,0,0.0364,4
3,12,7,0.136,4
0,13,0,1.43,4
3,29,0,6.82,3
2,235,0,0.0364,4
0,7538,46523,43,2
3,3,0,0.136,4
0,133,0,43,2
1,0,4,1.43,3
0,37810,56238,43,1
1,39,0,6.82,4
3,1,2,0.0364,4
0,605,313,43,2
2,361,0,0.435,1
3,2869,4613,43,2
0,0,0,0.0364,4
1,866,1807,0.435,1
1,16,69,1.43,4
0,2,0,0.0364,2
0,4,62,0.136,2
1,1226,3098,43,2
0,31,0,6.82,1
4,984,628,43,3
2,29,0,0.435,3
3,369,310,43,1
3,6,0,1.43,4
0,32,207,1.43,2
1,60,0,43,2
3,8,11,0.136,2
0,798,669,43,2
4,11,20,0.136,3
4,14,0,0.0364,1
2,612,0,0.435,4
3,7,19,0.136,4
1,26,0,6.82,3
3,0,0,1.43,4
0,132,1017,6.82,4
2,193,0,0.435,1
3,2,0,0.0364,2
3,0,5,0.0364,2
0,519,0,0.0364,4
0,6263,2591,43,2
3,6,56,0.136,4
0,4,0,0.0364,2
3,682,0,0.435,2
4,30,98,0.136,4
3,471,1764,43,4
0,4,0,1.43,4
3,25,79,1.43,1
1,17,0,6.82,4
3,682,0,0.435,2
2,687,0,0.435,3
0,286,1584,43,4
3,6,13,0.136,3
2,954,0,0.435,1
3,146,3119,6.82,4
2,43,0,1.43,2
1,195,1315,6.82,2
0,2,79,0.0364,4
3,6,21,0.136,2
3,1,0,0.136,2
0,2,7,1.43,1
2,1243,0,0.435,1
3,42,100,1.43,4
3,20,0,1.43,3
3,17497,68975,43,2
2,17,0,0.435,1
0,210,371,43,4
0,470,0,0.435,3
3,2,0,0.0364,4
1,6,80,1.43,2
3,3,0,1.43,4
3,83,0,0.435,2
3,5740,38130,43,2
3,86,0,1.43,4
0,861,5354,6.82,4
4,0,1,0.136,2
3,0,2,0.0364,4
4,9,0,0.136,4
0,304,5046,43,2
4,1122,0,0.0364,4
3,1862,0,0.0364,4
0,3,49,0.136,2
2,186,0,1.43,2
1,30,0,6.82,4
0,23,0,0.435,1
4,4524,6095,43,4
0,82,0,43,2
0,259,1441,6.82,3
3,35,0,0.136,4
3,0,1,1.43,4
0,1139,2477,43,2
3,47,0,0.435,3
2,0,0,1.43,2
0,16,68,0.136,4
0,2344,0,43,2
3,6,0,0.0364,4
2,10,0,1.43,2
1,4,29,1.43,2
3,1937,0,0.435,1
0,0,1,0.0364,2
3,1,0,0.0364,2
3,14,42,0.435,2
4,9,27,0.136,4
1,139,384,1.43,4
3,580,715,43,2
3,0,1,0.0364,4
3,2,0,0.136,2
1,4,0,0.435,3
3,0,2,0.0364,4
2,74,0,0.435,3
1,0,14,1.43,2
3,47,219,6.82,2
1,5,49,1.43,4
0,0,1,0.0364,4
0,3039,0,0.0364,2
4,2305,3459,43,2
0,34082,139992,43,2
0,12119,0,0.0364,4
3,491,0,0.435,4
3,40,0,6.82,2
3,0,0,0.0364,1
4,0,0,0.136,4
2,770,5053,6.82,4
3,389,0,0.435,2
0,22,0,1.43,1
4,3,15,0.136,3
1,32,0,1.43,4
2,1352,0,0.435,2
0,2043,0,0.0364,4
0,325,697,43,2
0,0,0,0.136,4
2,59,506,6.82,2
1,2,23,1.43,4
0,1184,3718,6.82,2
0,0,0,0.0364,4
2,178,1196,6.82,2
4,0,1,0.0364,4
4,0,1,0.0364,4
2,53,331,6.82,4
3,16,0,1.43,1
0,721,3078,6.82,2
3,1,23,0.0364,4
3,12,33,0.136,3
2,722,1851,6.82,3
4,106,276,43,2
0,1,3,0.136,4
3,2691,20807,43,2
0,33,0,6.82,2
4,2,18,0.136,4
4,348,748,43,2
1,7,0,1.43,1
2,81,0,0.435,2
3,59,277,6.82,4
2,327,0,0.0364,3
0,0,0,0.0364,3
4,12122,0,0.0364,3
0,215,3383,6.82,2
3,1,3,0.136,2
1,19,0,1.43,3
3,16,32,0.136,3
3,97,0,0.435,4
4,9175,68038,43,2
2,5,0,0.435,1
1,0,6,1.43,4
0,0,0,0.0364,4
4,0,1,0.0364,4
2,985,0,0.435,1
2,1159,0,6.82,4
3,184,768,43,2
3,0,4,0.0364,4
3,587,2449,6.82,4
4,0,1,0.0364,4
3,57,135,0.435,4
3,2102,0,1.43,4
0,160,154,43,4
4,29,0,1.43,3
2,32,246,6.82,2
3,216,1578,6.82,1
3,63,560,6.82,4
3,1095,0,0.435,3
0,1,1,1.43,1
0,290,727,43,2
4,2838,2486,43,2
0,2922,1686,43,2
3,5575,4505,43,4
4,1,0,0.0364,2
0,60,348,6.82,3
0,2412,0,43,1
1,86,593,1.43,4
3,2703,0,0.136,1
0,2758,663,43,2
4,37,196,0.136,2
0,26,226,6.82,2
2,24,108,6.82,2
3,3,0,0.136,4
0,38,0,0.435,4
3,48,498,6.82,2
2,13,191,1.43,4
3,14,0,0.0364,2
2,64,391,6.82,1
2,151,788,6.82,4
2,248,1268,6.82,2
3,2115,2747,43,2
4,171,480,43,2
0,245,1033,6.82,3
3,30,177,6.82,2
3,2231,15708,43,4
3,14716,88169,43,4
2,19,0,0.435,2
0,252,1660,6.82,4
1,4,0,0.435,2
2,199,0,0.435,4
3,5,0,0.0364,1
4,682,1221,43,2
3,98,272,43,4
0,69,510,6.82,2
1,3428,0,0.435,3
0,9,0,0.0364,4
3,33,0,6.82,3
4,0,3,0.136,2
3,74,707,6.82,4
3,3170,0,0.435,4
4,1844,4907,43,2
3,23,130,0.435,3
2,12,40,1.43,3
2,99,0,0.0364,2
3,0,2,0.0364,4
2,4947,0,0.435,4
0,428,0,43,2
3,24,0,0.136,1
0,0,0,0.136,4
3,5,0,0.0364,1
4,21,82,0.0364,4
2,161,0,0.435,2
3,211,608,0.435,4
2,9,0,1.43,3
4,1,9,0.136,4
0,9,0,0.435,4
2,33,0,1.43,1
3,0,1,0.0364,4
3,213,350,0.435,2
0,0,2,0.136,2
2,199,0,0.435,2
3,41,263,6.82,2
2,9,57,1.43,4
0,26,256,6.82,4
2,27,0,6.82,3
1,9,28,1.43,4
1,71,403,6.82,4
3,22,0,6.82,2
1,561,2288,6.82,3
3,1,12,0.136,4
4,3,12,0.136,2
3,1795,0,0.435,4
4,0,3,0.0364,4
4,0,1,0.0364,2
1,12,0,0.435,2
4,0,0,0.0364,4
2,159,0,0.435,1
0,851,0,0.435,4
3,7,16,0.136,2
4,39,0,0.136,2
0,13207,26572,43,2
0,133,0,0.435,2
4,1084,2134,43,2
3,0,0,0.0364,2
4,1054,0,0.136,2
1,28,235,6.82,2
0,2,0,1.43,2
3,1,4,0.0364,4
0,15,0,1.43,1
3,157,0,0.435,4
3,693,1510,43,2
3,345,0,43,2
3,0,0,0.136,4
3,24,0,6.82,4
3,5,0,0.0364,1
0,0,1,0.136,3
4,0,0,0.136,4
4,18,39,0.136,3
0,0,0,1.43,2
3,13,0,6.82,4
4,0,4,0.136,4
4,0,22,0.0364,4
1,203,1146,6.82,4
3,114,832,6.82,4
2,199,0,0.435,2
0,122,0,43,2
1,74,757,6.82,2
2,6,0,1.43,4
0,179,434,43,2
2,27,0,6.82,4
3,0,1,0.0364,4
3,7,5,0.136,2
3,4,0,0.136,2
3,0,1,6.82,2
4,462,1100,43,4
3,617,0,0.435,4
1,19,96,6.82,4
0,5,19,0.136,3
3,2,0,0.136,4
4,28557,0,0.0364,4
4,1,5,0.136,4
4,3,5,0.136,3
0,35,272,1.43,4
4,432,2130,43,4
2,5,0,1.43,4
2,0,1,1.43,4
4,32,0,0.136,3
2,1026,1932,0.435,3
3,7293,8028,43,2
4,10,19,0.0364,4
2,7,0,0.435,4
2,206,0,0.435,1
3,328,0,0.435,2
1,234,0,0.435,3
0,377,0,0.0364,3
0,5086,0,0.435,3
2,24,101,1.43,4
3,4,9,0.136,4
3,265,0,6.82,4
0,1299,8519,43,2
0,45,315,6.82,3
4,2869,11048,43,4
0,0,0,1.43,4
4,1,4,0.136,4
2,115,1076,6.82,4
3,3622,35682,43,1
2,22,0,0.435,1
2,3459,5287,0.435,1
0,0,8,0.0364,4
0,79,253,0.435,4
2,2,7,1.43,2
1,707,2375,6.82,4
1,66,144,1.43,1
0,116,717,6.82,4
3,116,372,43,2
0,0,0,0.136,4
0,2622,9024,43,2
0,2077,1154,43,3
2,174,0,0.435,3
2,274,662,0.435,2
2,478,1221,43,2
1,2902,6582,0.435,1
3,0,6,0.0364,4
3,467,2690,6.82,4
2,247,0,0.435,1
0,1106,4303,6.82,4
1,0,4,1.43,4
4,364,3926,43,4
3,2,0,1.43,4
2,3,7,0.136,4
2,309,280,43,1
2,180,1063,6.82,4
3,2,0,1.43,4
3,23,200,6.82,4
0,71,98,0.136,4
3,7,0,0.136,4
0,326,1070,43,3
3,5534,0,0.0364,4
3,36,0,0.435,4
3,30,0,6.82,2
3,229,0,0.0364,3
3,18592,0,6.82,4
2,988,0,0.435,4
0,0,3,6.82,4
0,0,0,0.0364,2
2,0,0,1.43,4
1,12,0,0.435,2
2,596,1899,43,4
2,173,0,0.0364,4
0,13,22,0.136,4
3,162,162,43,2
0,174,0,43,2
4,0,0,0.0364,2
4,1,4,0.136,2
0,0,1,0.435,1
1,367,1753,6.82,4
4,1762,26424,43,2
2,1858,0,0.435,1
3,201,257,43,2
0,102,0,0.435,4
0,210,223,43,2
0,3546,0,0.435,4
1,0,1,1.43,4
0,116,767,6.82,3
3,0,0,0.0364,2
4,5,10,0.136,1
4,0,2,0.0364,4
4,3,28,0.0364,2
3,44,353,6.82,4
3,503,418,43,3
4,4,31,0.136,3
0,102,0,0.136,4
4,73,0,0.0364,4
3,78,229,0.136,4
3,14,0,0.136,2
0,1299,8519,43,2
4,18,107,6.82,2
0,0,7,1.43,4
1,86,357,6.82,1
3,724,1532,43,2
0,4123,23180,43,2
3,1431,2241,43,2
2,32,0,0.435,4
3,12,0,0.435,1
2,754,0,1.43,4
4,1,0,0.136,3
2,12,103,6.82,2
1,37,228,6.82,2
3,30,392,6.82,4
2,113,391,1.43,4
1,24,0,0.435,3
2,27,0,6.82,3
0,41,0,1.43,4
1,54,0,6.82,4
3,54,0,0.136,4
3,4,24,0.136,4
3,2670,0,1.43,2
4,1,0,0.136,4
0,0,0,0.0364,2
2,237,0,0.435,1
3,0,0,0.0364,4
0,34,300,6.82,3
1,869,0,0.435,4
0,343,1774,6.82,4
3,668,1667,6.82,4
3,22,0,0.435,1
2,1,5,1.43,4
4,197,267,43,4
0,636,3085,43,2
2,35,106,1.43,4
1,16,0,1.43,3
0,29,99,0.136,4
3,110,345,0.435,4
3,489,1103,43,4
3,4,19,0.136,2
4,0,2,0.136,4
4,1,1,0.136,2
0,12,0,0.0364,2
2,16,0,1.43,2
0,603,0,43,2
2,150,0,0.435,1
3,5,10,6.82,2
4,44,0,0.136,3
3,415,0,43,2
3,972,0,0.0364,1
2,6,0,1.43,2
2,99,781,6.82,4
3,3,5,0.136,4
2,298,447,0.435,2
0,84,0,6.82,3
0,19,58,0.136,4
3,24,0,0.136,1
0,0,1,0.0364,4
4,31,0,43,2
0,395,1346,43,2
3,89,0,0.435,3
1,63,110,0.435,2
0,196,1292,6.82,4
2,14,46,1.43,4
0,3496,16646,43,4
3,126,0,0.435,1
3,12,16,1.43,4
3,2179,0,0.435,4
3,35,0,0.435,3
4,48,0,0.136,3
1,29,0,1.43,3
0,33,0,6.82,4
2,3,0,1.43,1
0,0,5,0.0364,2
0,2,41,1.43,4
4,5,6,0.136,3
3,1,0,0.0364,4
3,185,676,43,2
0,3,53,1.43,2
3,6,5,0.136,3
4,939,1509,43,2
0,4550,10067,43,2
0,6,39,0.136,2
2,0,0,6.82,4
3,45,0,0.0364,3
3,0,10,0.136,2
0,31,365,6.82,1
2,16,0,6.82,2
4,762,4293,43,2
0,252,1660,6.82,4
1,82,505,6.82,2
3,1,0,1.43,1
4,360,311,43,2
3,28,0,6.82,3
0,7,0,1.43,4
1,4,0,1.43,4
4,139,0,43,4
0,37,0,0.435,4
0,42,294,6.82,4
0,111,600,1.43,4
2,0,1,0.0364,2
2,438,0,0.435,1
3,7286,0,0.0364,1
3,2482,5235,43,2
3,1,6,1.43,3
4,0,2,0.136,4
4,91,0,0.0364,4
3,12,0,6.82,2
0,55,273,6.82,4
0,3520,0,0.435,3
3,349,0,0.136,2
3,1,4,0.136,2
0,911,5740,43,2
2,30,0,0.435,4
0,1,0,0.136,2
3,4181,22093,43,2
4,543,1151,43,3
2,5,23,1.43,2
3,30,307,6.82,2
0,511,0,43,3
4,4,7,0.136,4
2,17,43,1.43,4
0,435,0,6.82,1
3,5999,3204,43,2
2,96,0,0.435,1
2,572,0,0.435,2
3,308,0,1.43,1
2,2557,983,43,4
0,303,1997,6.82,2
0,66,0,0.435,1
3,174,0,0.435,4
0,2822,1559,43,2
2,5,26,1.43,4
4,1,0,0.0364,2
3,1,12,0.136,2
4,0,2,0.0364,2
1,18,0,6.82,4
0,3,0,0.0364,4
4,5,21,0.136,3
3,3130,20619,43,2
0,796,8240,43,2
0,1924,3294,43,2
0,101,0,6.82,2
4,0,2,0.0364,1
0,1135,4102,43,2
0,193,0,43,2
3,3,0,0.136,4
3,11,30,0.136,4
3,163,0,0.0364,4
2,0,1,0.0364,2
0,122,0,43,2
4,8861,49740,43,4
0,2,0,0.136,4
4,0,3,0.136,4
3,597,0,43,4
2,1167,7579,6.82,4
4,3723,19588,43,2
0,7554,3063,43,4
4,20,0,0.136,4
3,1236,0,43,1
2,4,0,1.43,4
3,75,0,0.0364,2
3,1,0,0.0364,4
3,292,0,0.435,1
3,12,0,0.435,3
3,0,0,0.0364,4
3,7,12,0.136,2
3,3,0,0.0364,4
3,14,21,0.136,4
0,966,0,0.435,1
3,150,2519,6.82,2
0,352,334,43,2
1,1010,0,0.435,4
2,9,48,1.43,2
1,80,0,6.82,2
3,268,0,0.435,4
3,1832,5069,6.82,2
3,6,0,1.43,4
1,118,0,0.435,1
4,5,88,0.136,2
0,208,219,43,2
4,5,0,0.136,2
2,178,0,0.435,2
0,1102,6857,43,4
0,0,0,0.0364,4
3,107,0,0.435,2
0,69,0,0.435,2
2,3993,0,0.435,4
4,1046,6870,43,2
3,2550,0,0.435,1
0,0,13,0.0364,4
0,4,0,0.0364,4
3,53,0,6.82,4
0,27,0,1.43,2
0,0,1,1.43,4
0,1,1,1.43,1
2,9,0,0.435,2
3,0,2,0.136,2
2,20,61,1.43,4
1,2,0,1.43,3
0,0,4,0.0364,4
1,149,422,0.435,4
0,132,1017,6.82,4
4,0,0,0.0364,2
0,146,709,43,2
3,51,0,6.82,3
3,3,15,0.136,3
0,38,152,6.82,2
4,22476,108013,43,1
2,0,2,1.43,4
3,6,0,1.43,4
4,0,0,0.0364,4
0,0,7,1.43,4
4,127,403,43,2
3,15,24,0.136,3
0,0,6,1.43,4
3,29,0,0.435,3
3,9332,0,0.435,4
0,15,49,1.43,1
1,1,0,0.435,3
3,3059,18431,43,2
0,151,0,0.435,1
0,5369,48957,43,4
3,4378,2025,43,2
4,3359,17431,43,2
3,124,0,0.435,2
3,0,1,0.0364,4
0,0,3,0.0364,4
2,29,113,0.435,1
3,16,15,0.136,3
0,2,9,0.136,3
2,0,1,1.43,2
4,1,0,0.0364,4
0,361,0,0.435,1
4,0,0,0.136,4
0,52,0,6.82,2
4,44,108,0.136,2
0,362,0,0.0364,4
0,21,54,0.136,4
3,0,1,0.136,2
2,26,0,0.435,2
4,18,0,0.136,2
2,1641,0,0.435,4
4,9685,20558,43,2
1,12,37,1.43,4
4,3065,4202,43,2
0,626,0,0.0364,4
0,881,721,43,2
0,27,149,1.43,1
0,1378,4492,6.82,4
2,204,0,0.435,1
0,0,5,0.0364,4
1,6,32,1.43,4
3,12,54,0.136,2
1,1810,1164,43,4
0,93,818,6.82,2
4,8,0,0.136,1
0,0,14,0.0364,4
4,2,2,0.136,3
0,0,0,1.43,4
0,108,0,6.82,4
1,77,0,0.435,3
2,9,0,0.435,1
3,109,0,0.435,2
3,6,0,0.136,2
0,32,142,6.82,4
3,124,0,0.435,4
1,4,129,1.43,2
0,80,0,1.43,4
1,22,160,6.82,4
0,1696,5084,6.82,3
3,1,0,0.0364,4
2,6625,0,0.435,2
2,0,3,1.43,4
1,2484,0,0.435,4
0,8393,0,0.0364,4
0,4,13,0.136,4
4,0,1,0.0364,3
3,3933,5316,43,2
3,360,0,0.435,3
0,5,24,1.43,1
3,14,30,0.136,2
1,5,0,1.43,3
0,20,661,0.136,2
3,1892,0,0.0364,4
0,25,82,0.435,2
4,825,11678,43,2
4,2,9,0.136,4
2,4,22,1.43,4
3,15,0,0.136,3
3,19,25,0.136,4
3,1,0,0.0364,4
2,38,0,0.435,3
3,1,0,1.43,4
3,21,0,0.0364,4
3,1,5,0.0364,4
2,0,0,1.43,4
3,810,2986,6.82,2
0,19,26,0.136,4
2,33,0,0.435,4
4,253,0,43,4
3,28,91,1.43,4
3,0,1,0.136,2
0,62,0,6.82,4
3,0,1,0.0364,2
4,14995,102740,43,2
0,96374,228037,43,4
1,5,0,0.435,1
3,8,0,0.0364,1
0,2,6,1.43,4
3,31,497,6.82,2
3,412,0,0.435,2
3,177,873,43,2
3,1,4,0.136,2
2,2,0,0.435,1
3,164,0,43,2
0,95,127,0.136,3
0,23,91,0.136,2
4,1,2,0.136,2
4,7,11,0.136,4
3,140,0,0.0364,4
3,0,1,0.0364,4
4,4086,0,43,2
4,0,4,0.136,2
3,0,0,0.0364,4
1,19,109,0.435,1
4,1,2,0.0364,2
0,35,236,6.82,4
2,14,0,1.43,2
0,27734,155577,43,2
3,2,0,1.43,4
0,0,0,0.0364,4
4,2,0,0.0364,4
0,16,0,6.82,4
0,488,905,0.435,3
1,46,0,0.435,4
2,0,1,1.43,4
3,0,0,0.0364,4
4,0,1,0.0364,4
3,920,13506,6.82,4
3,3215,9893,43,4
0,0,2,0.0364,3
0,0,1,0.0364,4
3,1,0,0.136,2
4,55,0,1.43,2
0,438,2038,6.82,4
3,787,3871,43,2
3,3,0,0.0364,4
2,147,0,0.435,1
2,1387,0,0.435,1
2,16,0,0.435,2
0,91,0,0.435,2
4,0,3,0.136,3
0,620,1572,43,4
3,0,1,0.0364,4
3,19185,13045,43,4
0,0,2,0.0364,2
3,139,0,43,4
3,850,0,6.82,4
3,25,0,0.435,4
3,5,10,0.136,2
3,7,0,0.136,4
2,35,0,1.43,2
3,22,188,6.82,2
1,73,667,6.82,2
3,5,20,0.136,2
2,22,201,6.82,3
1,52,42,43,2
0,160,0,0.435,1
4,797,429,43,4
3,28,0,0.435,1
3,0,2,0.0364,2
2,32,0,6.82,2
0,2880,0,0.0364,1
3,16,0,0.0364,4
2,89,440,6.82,1
3,302,3462,43,2
4,1513,0,0.136,4
3,31,0,1.43,3
0,1924,3294,43,2
3,1,0,0.0364,2
1,9,0,6.82,3
2,175,0,0.435,2
3,17,0,6.82,2
3,0,8,1.43,2
1,258,0,0.435,2
3,2717,0,0.435,1
3,205,0,0.435,4
2,907,2036,0.435,1
3,0,1,0.0364,4
2,85,266,0.435,1
0,25,81,0.0364,4
3,4,0,1.43,2
4,239,1568,43,2
3,4,0,0.136,4
0,1646,0,0.435,3
0,133,0,43,2
2,349,531,43,2
1,43,405,6.82,3
3,14,0,6.82,1
2,770,5053,6.82,4
1,597,3916,6.82,2
1,39,0,1.43,4
0,0,1,0.136,4
0,0,22,0.0364,4
3,12,0,0.0364,4
0,75,566,6.82,1
3,3,0,0.0364,4
3,4,0,1.43,2
3,149,0,0.136,1
3,2,2,0.136,2
2,430,0,0.435,3
3,0,0,0.0364,4
1,547,1202,43,2
2,38,113,1.43,2
1,1457,0,0.435,1
0,0,0,0.136,2
3,0,1,1.43,4
0,0,0,1.43,2
3,13,14,0.136,3
0,2,16,1.43,4
3,21,29,0.136,4
2,50,0,1.43,2
0,325,0,0.0364,2
2,8,0,0.435,2
0,729,838,43,3
3,436,2745,43,2
2,128,1142,6.82,2
4,1382,21382,43,2
0,18,0,0.136,4
0,53,0,6.82,3
0,236,831,43,3
3,47,92,0.435,1
2,48,0,6.82,2
0,7,43,0.136,2
2,39,0,1.43,4
0,86,0,43,2
0,1502,1295,43,4
0,87,318,6.82,3
3,0,109,6.82,4
3,6675,0,0.0364,1
3,42,0,0.435,2
0,1786,2637,43,2
0,19,24,0.136,4
1,1497,6126,6.82,4
1,30,0,6.82,3
1,6,0,1.43,4
2,8,0,0.435,4
3,2,14,0.136,3
0,152,0,43,2
3,6,0,1.43,3
0,514,0,0.0364,4
0,7933,16527,43,4
1,264,1381,6.82,3
0,168,0,1.43,1
3,0,1,6.82,2
4,21,0,0.136,4
3,18,0,6.82,2
0,48,355,6.82,4
0,7,0,0.0364,4
3,528,2467,43,2
3,1,15,1.43,2
3,626,1775,43,4
3,701,0,0.0364,2
1,10,74,1.43,4
2,17,72,0.435,2
1,19,0,6.82,2
0,311,1151,43,2
0,65,0,0.0364,2
